,year,id_,marital,agewed,divorce,hapmar,zodiac,ballot
26848,1991,584,Married,19,NO,VERY HAPPY,Capricorn,Ballot b
26849,1991,585,Married,19,YES,PRETTY HAPPY,Aquarius,Ballot a
26850,1991,586,Married,18,NO,NOT TOO HAPPY,Sagittarius,Ballot b
26851,1991,587,Married,23,NO,VERY HAPPY,Gemini,Ballot a
26852,1991,588,Married,21,NO,PRETTY HAPPY,Scorpio,Ballot b
26853,1991,589,Married,19,NO,VERY HAPPY,Aquarius,Ballot c
26854,1991,590,Married,28,NO,PRETTY HAPPY,Sagittarius,Ballot b
26855,1991,591,Married,23,YES,VERY HAPPY,Virgo,Ballot c
26857,1991,593,Married,23,YES,VERY HAPPY,Capricorn,Ballot a
26858,1991,594,Married,21,NO,VERY HAPPY,Libra,Ballot b
26859,1991,595,Married,21,NO,PRETTY HAPPY,Sagittarius,Ballot c
26863,1991,599,Married,23,NO,VERY HAPPY,Cancer,Ballot b
26864,1991,600,Married,26,YES,VERY HAPPY,Capricorn,Ballot c
26865,1991,601,Married,23,NO,VERY HAPPY,Aries,Ballot a
26867,1991,603,Married,27,NO,VERY HAPPY,Aquarius,Ballot b
26868,1991,604,Married,25,NO,VERY HAPPY,Taurus,Ballot a
26869,1991,605,Married,20,NO,VERY HAPPY,Leo,Ballot b
26870,1991,606,Married,21,NO,PRETTY HAPPY,Virgo,Ballot c
26871,1991,607,Married,20,NO,VERY HAPPY,Virgo,Ballot a
26872,1991,608,Married,24,NO,NOT TOO HAPPY,Aquarius,Ballot b
26873,1991,609,Married,21,NO,VERY HAPPY,Taurus,Ballot c
26874,1991,610,Married,17,NO,PRETTY HAPPY,Sagittarius,Ballot b
26875,1991,611,Married,24,NO,VERY HAPPY,Libra,Ballot c
26876,1991,612,Married,27,NO,VERY HAPPY,Cancer,Ballot b
26877,1991,613,Married,20,NO,VERY HAPPY,Cancer,Ballot c
26879,1991,615,Married,22,NO,PRETTY HAPPY,Libra,Ballot b
26880,1991,616,Married,18,NO,VERY HAPPY,Sagittarius,Ballot b
26881,1991,617,Married,23,NO,PRETTY HAPPY,Leo,Ballot c
26882,1991,618,Married,17,NO,PRETTY HAPPY,Aquarius,Ballot a
26883,1991,619,Married,23,NO,VERY HAPPY,Pisces,Ballot b
26884,1991,620,Married,28,NO,VERY HAPPY,Aries,Ballot c
26886,1991,622,Married,49,NO,VERY HAPPY,Capricorn,Ballot b
26887,1991,623,Married,21,NO,VERY HAPPY,Capricorn,Ballot c
26888,1991,624,Married,21,NO,PRETTY HAPPY,Libra,Ballot a
26889,1991,625,Married,24,NO,PRETTY HAPPY,Taurus,Ballot c
26890,1991,626,Married,23,NO,VERY HAPPY,Taurus,Ballot b
26892,1991,628,Married,29,NO,PRETTY HAPPY,Capricorn,Ballot a
26895,1991,631,Married,23,NO,VERY HAPPY,Taurus,Ballot c
26902,1991,638,Married,23,NO,VERY HAPPY,Cancer,Ballot a
26903,1991,639,Married,25,NO,VERY HAPPY,Taurus,Ballot c
26907,1991,643,Married,22,NO,VERY HAPPY,Libra,Ballot b
26908,1991,644,Married,21,NO,VERY HAPPY,Libra,Ballot c
26911,1991,647,Married,21,NO,VERY HAPPY,Gemini,Ballot b
26912,1991,648,Married,21,NO,VERY HAPPY,Pisces,Ballot c
26914,1991,650,Married,21,NO,VERY HAPPY,Cancer,Ballot b
26915,1991,651,Married,41,NO,VERY HAPPY,Virgo,Ballot c
26917,1991,653,Married,25,YES,VERY HAPPY,Sagittarius,Ballot b
26923,1991,659,Married,32,NO,VERY HAPPY,Aquarius,Ballot c
26927,1991,663,Married,19,NO,PRETTY HAPPY,Sagittarius,Ballot a
26928,1991,664,Married,22,NO,PRETTY HAPPY,Gemini,Ballot b
26929,1991,665,Married,25,NO,PRETTY HAPPY,Gemini,Ballot c
26930,1991,666,Married,24,NO,PRETTY HAPPY,Capricorn,Ballot a
26936,1991,672,Married,20,NO,PRETTY HAPPY,Leo,Ballot b
26940,1991,676,Married,21,NO,VERY HAPPY,Scorpio,Ballot c
26943,1991,679,Married,16,NO,PRETTY HAPPY,Aquarius,Ballot b
26944,1991,680,Married,19,NO,PRETTY HAPPY,Cancer,Ballot a
26948,1991,684,Married,26,NO,VERY HAPPY,Libra,Ballot a
26950,1991,686,Married,15,NO,PRETTY HAPPY,Libra,Ballot c
26953,1991,689,Married,18,NO,VERY HAPPY,Pisces,Ballot c
26956,1991,692,Married,17,NO,VERY HAPPY,Aries,Ballot c
26958,1991,694,Married,21,NO,NOT TOO HAPPY,Taurus,Ballot c
26960,1991,696,Married,27,NO,PRETTY HAPPY,Capricorn,Ballot c
26961,1991,697,Married,20,NO,PRETTY HAPPY,Virgo,Ballot b
26969,1991,705,Married,30,NO,NOT TOO HAPPY,Aquarius,Ballot c
26970,1991,706,Married,20,NO,VERY HAPPY,Capricorn,Ballot a
26971,1991,707,Married,19,NO,VERY HAPPY,Taurus,Ballot c
26975,1991,711,Married,15,NO,PRETTY HAPPY,Aries,Ballot a
26976,1991,712,Married,18,NO,PRETTY HAPPY,Capricorn,Ballot b
26977,1991,713,Married,20,YES,VERY HAPPY,Aries,Ballot c
26979,1991,715,Married,22,NO,VERY HAPPY,Capricorn,Ballot c
26981,1991,717,Married,15,YES,PRETTY HAPPY,Sagittarius,Ballot b
26982,1991,718,Married,24,NO,VERY HAPPY,Scorpio,Ballot c
26984,1991,720,Married,21,NO,PRETTY HAPPY,Gemini,Ballot b
26985,1991,721,Married,14,YES,VERY HAPPY,Virgo,Ballot c
26986,1991,722,Married,22,NO,VERY HAPPY,Virgo,Ballot a
26987,1991,723,Married,22,NO,PRETTY HAPPY,Libra,Ballot b
26989,1991,725,Married,19,NO,VERY HAPPY,Pisces,Ballot c
26992,1991,728,Married,37,NO,VERY HAPPY,Gemini,Ballot a
26994,1991,730,Married,24,NO,VERY HAPPY,Pisces,Ballot c
26995,1991,731,Married,25,NO,VERY HAPPY,Taurus,Ballot b
26996,1991,732,Married,22,NO,VERY HAPPY,Capricorn,Ballot c
26997,1991,733,Married,18,YES,PRETTY HAPPY,Pisces,Ballot a
26998,1991,734,Married,18,YES,PRETTY HAPPY,Libra,Ballot c
26999,1991,735,Married,14,NO,VERY HAPPY,Libra,Ballot c
27001,1991,737,Married,14,NO,VERY HAPPY,Libra,Ballot b
27003,1991,739,Married,22,YES,PRETTY HAPPY,Pisces,Ballot b
27004,1991,740,Married,17,YES,PRETTY HAPPY,Aquarius,Ballot b
27005,1991,741,Married,29,NO,VERY HAPPY,Scorpio,Ballot c
27006,1991,742,Married,24,NO,PRETTY HAPPY,Aquarius,Ballot a
27007,1991,743,Married,16,NO,VERY HAPPY,Libra,Ballot b
27008,1991,744,Married,19,NO,VERY HAPPY,Libra,Ballot c
27009,1991,745,Married,27,NO,PRETTY HAPPY,Cancer,Ballot a
27011,1991,747,Married,24,NO,VERY HAPPY,Capricorn,Ballot b
27014,1991,750,Married,23,NO,PRETTY HAPPY,Aquarius,Ballot c
27016,1991,752,Married,18,YES,PRETTY HAPPY,Aries,Ballot b
27017,1991,753,Married,21,NO,VERY HAPPY,Libra,Ballot a
27021,1991,757,Married,22,YES,VERY HAPPY,Leo,Ballot a
27022,1991,758,Married,17,YES,VERY HAPPY,Capricorn,Ballot b
27023,1991,759,Married,25,YES,VERY HAPPY,Sagittarius,Ballot c
27024,1991,760,Married,21,NO,PRETTY HAPPY,Aries,Ballot c
27025,1991,761,Married,18,YES,PRETTY HAPPY,Virgo,Ballot a
27026,1991,762,Married,17,NO,VERY HAPPY,Sagittarius,Ballot b
27031,1991,767,Married,20,NO,PRETTY HAPPY,Sagittarius,Ballot a
27032,1991,768,Married,18,NO,VERY HAPPY,Libra,Ballot c
27033,1991,769,Married,27,NO,VERY HAPPY,Pisces,Ballot b
27036,1991,772,Married,19,NO,VERY HAPPY,Libra,Ballot a
27038,1991,774,Married,17,YES,VERY HAPPY,Aquarius,Ballot c
27041,1991,777,Married,18,YES,VERY HAPPY,Gemini,Ballot b
27042,1991,778,Married,21,NO,VERY HAPPY,Virgo,Ballot c
27043,1991,779,Married,22,YES,VERY HAPPY,Leo,Ballot a
27044,1991,780,Married,23,NO,VERY HAPPY,Taurus,Ballot b
27045,1991,781,Married,26,NO,VERY HAPPY,Libra,Ballot c
27046,1991,782,Married,19,NO,VERY HAPPY,Gemini,Ballot c
27047,1991,783,Married,18,YES,VERY HAPPY,Gemini,Ballot a
27048,1991,784,Married,23,YES,VERY HAPPY,Cancer,Ballot c
27049,1991,785,Married,38,NO,VERY HAPPY,Leo,Ballot b
27053,1991,789,Married,22,NO,VERY HAPPY,Sagittarius,Ballot c
27055,1991,791,Married,17,NO,VERY HAPPY,Pisces,Ballot b
27056,1991,792,Married,24,NO,PRETTY HAPPY,Pisces,Ballot a
27059,1991,795,Married,18,NO,VERY HAPPY,Taurus,Ballot c
27060,1991,796,Married,24,NO,PRETTY HAPPY,Pisces,Ballot a
27061,1991,797,Married,16,YES,VERY HAPPY,Sagittarius,Ballot b
27063,1991,799,Married,23,NO,PRETTY HAPPY,Libra,Ballot a
27064,1991,800,Married,25,NO,VERY HAPPY,Leo,Ballot b
27066,1991,802,Married,14,YES,VERY HAPPY,Leo,Ballot a
27067,1991,803,Married,19,NO,VERY HAPPY,Taurus,Ballot b
27069,1991,805,Married,27,NO,VERY HAPPY,Leo,Ballot b
27072,1991,808,Married,19,YES,VERY HAPPY,Pisces,Ballot b
27073,1991,809,Married,18,NO,PRETTY HAPPY,Cancer,Ballot c
27075,1991,811,Married,29,YES,PRETTY HAPPY,Capricorn,Ballot c
27078,1991,814,Married,19,NO,PRETTY HAPPY,Taurus,Ballot a
27085,1991,821,Married,45,NO,VERY HAPPY,Aquarius,Ballot a
27086,1991,822,Married,17,NO,PRETTY HAPPY,Taurus,Ballot b
27090,1991,826,Married,25,YES,VERY HAPPY,Virgo,Ballot a
27097,1991,833,Married,25,NO,VERY HAPPY,Aries,Ballot b
27098,1991,834,Married,26,NO,VERY HAPPY,Cancer,Ballot c
27105,1991,841,Married,23,NO,PRETTY HAPPY,Pisces,Ballot b
27112,1991,848,Married,19,YES,VERY HAPPY,Cancer,Ballot a
27113,1991,849,Married,18,NO,PRETTY HAPPY,Aries,Ballot a
27114,1991,850,Married,20,NO,VERY HAPPY,Leo,Ballot b
27115,1991,851,Married,19,NO,VERY HAPPY,Gemini,Ballot a
27117,1991,853,Married,26,NO,VERY HAPPY,Leo,Ballot c
27120,1991,856,Married,22,NO,PRETTY HAPPY,Cancer,Ballot b
27126,1991,862,Married,21,NO,PRETTY HAPPY,Scorpio,Ballot b
27127,1991,863,Married,16,YES,VERY HAPPY,Taurus,Ballot c
27128,1991,864,Married,23,NO,VERY HAPPY,Aries,Ballot a
27129,1991,865,Married,18,YES,VERY HAPPY,Aquarius,Ballot b
27132,1991,868,Married,19,YES,VERY HAPPY,Cancer,Ballot a
27133,1991,869,Married,21,NO,VERY HAPPY,Aquarius,Ballot b
27134,1991,870,Married,22,NO,VERY HAPPY,Taurus,Ballot c
27136,1991,872,Married,21,NO,VERY HAPPY,Leo,Ballot b
27137,1991,873,Married,22,YES,VERY HAPPY,Libra,Ballot c
27139,1991,875,Married,23,NO,VERY HAPPY,Virgo,Ballot a
27140,1991,876,Married,21,NO,VERY HAPPY,Aquarius,Ballot b
27141,1991,877,Married,18,NO,PRETTY HAPPY,Aquarius,Ballot c
27142,1991,878,Married,23,YES,VERY HAPPY,Pisces,Ballot a
27146,1991,882,Married,29,NO,VERY HAPPY,Capricorn,Ballot b
27150,1991,886,Married,20,NO,VERY HAPPY,Aries,Ballot c
27152,1991,888,Married,27,NO,VERY HAPPY,Cancer,Ballot b
27154,1991,890,Married,17,NO,VERY HAPPY,Cancer,Ballot a
27156,1991,892,Married,27,NO,VERY HAPPY,Virgo,Ballot a
27157,1991,893,Married,20,YES,VERY HAPPY,Sagittarius,Ballot c
27159,1991,895,Married,24,NO,PRETTY HAPPY,Pisces,Ballot b
27160,1991,896,Married,23,YES,VERY HAPPY,Sagittarius,Ballot c
27161,1991,897,Married,18,NO,VERY HAPPY,Aquarius,Ballot a
27162,1991,898,Married,23,NO,VERY HAPPY,Taurus,Ballot b
27167,1991,903,Married,19,NO,PRETTY HAPPY,Sagittarius,Ballot c
27169,1991,905,Married,25,NO,VERY HAPPY,Cancer,Ballot c
27171,1991,907,Married,24,YES,PRETTY HAPPY,Aries,Ballot b
27172,1991,908,Married,23,NO,VERY HAPPY,Leo,Ballot c
27173,1991,909,Married,19,NO,PRETTY HAPPY,Gemini,Ballot a
27174,1991,910,Married,22,NO,VERY HAPPY,Sagittarius,Ballot c
27175,1991,911,Married,20,YES,PRETTY HAPPY,Capricorn,Ballot a
27179,1991,915,Married,34,YES,PRETTY HAPPY,Capricorn,Ballot c
27180,1991,916,Married,22,NO,VERY HAPPY,Aquarius,Ballot a
27182,1991,918,Married,31,NO,VERY HAPPY,Cancer,Ballot a
27183,1991,919,Married,18,NO,VERY HAPPY,Scorpio,Ballot a
27186,1991,922,Married,29,NO,VERY HAPPY,Aries,Ballot a
27187,1991,923,Married,25,NO,NOT TOO HAPPY,Taurus,Ballot b
27189,1991,925,Married,22,YES,VERY HAPPY,Aries,Ballot b
27192,1991,928,Married,22,YES,VERY HAPPY,Virgo,Ballot b
27193,1991,929,Married,27,NO,PRETTY HAPPY,Libra,Ballot b
27195,1991,931,Married,27,YES,VERY HAPPY,Scorpio,Ballot b
27198,1991,934,Married,21,NO,NOT TOO HAPPY,Aquarius,Ballot b
27199,1991,935,Married,28,YES,VERY HAPPY,Sagittarius,Ballot c
27200,1991,936,Married,25,NO,VERY HAPPY,Aries,Ballot a
27206,1991,942,Married,40,NO,PRETTY HAPPY,Aries,Ballot a
27209,1991,945,Married,21,NO,VERY HAPPY,Libra,Ballot b
27211,1991,947,Married,19,NO,VERY HAPPY,Libra,Ballot b
27214,1991,950,Married,21,YES,NOT TOO HAPPY,Gemini,Ballot c
27217,1991,953,Married,16,YES,VERY HAPPY,Sagittarius,Ballot a
27218,1991,954,Married,18,YES,VERY HAPPY,Capricorn,Ballot b
27220,1991,956,Married,19,YES,PRETTY HAPPY,Pisces,Ballot a
27223,1991,959,Married,26,NO,VERY HAPPY,Gemini,Ballot c
27224,1991,960,Married,22,YES,PRETTY HAPPY,Libra,Ballot b
27225,1991,961,Married,29,NO,VERY HAPPY,Capricorn,Ballot a
27226,1991,962,Married,21,YES,VERY HAPPY,Cancer,Ballot b
27229,1991,965,Married,19,YES,PRETTY HAPPY,Capricorn,Ballot b
27230,1991,966,Married,21,NO,VERY HAPPY,Libra,Ballot c
27233,1991,969,Married,32,NO,VERY HAPPY,Pisces,Ballot a
27236,1991,972,Married,18,NO,NOT TOO HAPPY,Aquarius,Ballot b
27237,1991,973,Married,20,YES,PRETTY HAPPY,Gemini,Ballot c
27239,1991,975,Married,18,NO,PRETTY HAPPY,Libra,Ballot c
27240,1991,976,Married,16,NO,PRETTY HAPPY,Cancer,Ballot b
27241,1991,977,Married,22,NO,PRETTY HAPPY,Scorpio,Ballot c
27243,1991,979,Married,21,NO,PRETTY HAPPY,Scorpio,Ballot a
27244,1991,980,Married,23,NO,VERY HAPPY,Sagittarius,Ballot b
27245,1991,981,Married,22,NO,PRETTY HAPPY,Gemini,Ballot c
27247,1991,983,Married,54,NO,VERY HAPPY,Taurus,Ballot b
27248,1991,984,Married,24,YES,VERY HAPPY,Cancer,Ballot c
27249,1991,985,Married,25,NO,VERY HAPPY,Virgo,Ballot a
27255,1991,991,Married,24,NO,VERY HAPPY,Aquarius,Ballot a
27265,1991,1001,Married,18,YES,PRETTY HAPPY,Taurus,Ballot c
27266,1991,1002,Married,22,NO,PRETTY HAPPY,Aquarius,Ballot a
27268,1991,1004,Married,18,YES,VERY HAPPY,Virgo,Ballot b
27269,1991,1005,Married,18,NO,VERY HAPPY,Cancer,Ballot b
27270,1991,1006,Married,21,YES,PRETTY HAPPY,Capricorn,Ballot c
27274,1991,1010,Married,26,NO,VERY HAPPY,Gemini,Ballot c
27276,1991,1012,Married,25,NO,VERY HAPPY,Aquarius,Ballot b
27278,1991,1014,Married,20,YES,VERY HAPPY,Pisces,Ballot b
27280,1991,1016,Married,27,NO,VERY HAPPY,Taurus,Ballot a
27281,1991,1017,Married,22,NO,VERY HAPPY,Libra,Ballot b
27282,1991,1018,Married,18,YES,VERY HAPPY,Aries,Ballot b
27284,1991,1020,Married,16,NO,VERY HAPPY,Pisces,Ballot b
27285,1991,1021,Married,25,NO,PRETTY HAPPY,Scorpio,Ballot c
27288,1991,1024,Married,26,NO,PRETTY HAPPY,Aquarius,Ballot a
27289,1991,1025,Married,28,NO,PRETTY HAPPY,Libra,Ballot b
27290,1991,1026,Married,26,NO,VERY HAPPY,Libra,Ballot c
27291,1991,1027,Married,24,NO,VERY HAPPY,Taurus,Ballot b
27299,1991,1035,Married,20,NO,VERY HAPPY,Taurus,Ballot a
27300,1991,1036,Married,24,NO,PRETTY HAPPY,Leo,Ballot a
27302,1991,1038,Married,19,NO,VERY HAPPY,Libra,Ballot b
27303,1991,1039,Married,17,NO,PRETTY HAPPY,Aries,Ballot a
27304,1991,1040,Married,21,NO,VERY HAPPY,Libra,Ballot b
27306,1991,1042,Married,20,NO,VERY HAPPY,Leo,Ballot c
27307,1991,1043,Married,17,NO,VERY HAPPY,Sagittarius,Ballot a
27308,1991,1044,Married,20,YES,VERY HAPPY,Virgo,Ballot c
27309,1991,1045,Married,20,NO,PRETTY HAPPY,Pisces,Ballot a
27310,1991,1046,Married,21,NO,VERY HAPPY,Scorpio,Ballot c
27311,1991,1047,Married,26,NO,VERY HAPPY,Capricorn,Ballot b
27312,1991,1048,Married,25,NO,VERY HAPPY,Scorpio,Ballot c
27316,1991,1052,Married,19,NO,PRETTY HAPPY,Aries,Ballot a
27319,1991,1055,Married,18,NO,PRETTY HAPPY,Libra,Ballot c
27320,1991,1056,Married,28,YES,VERY HAPPY,Gemini,Ballot b
27321,1991,1057,Married,25,NO,VERY HAPPY,Virgo,Ballot c
27323,1991,1059,Married,18,NO,VERY HAPPY,Virgo,Ballot c
27324,1991,1060,Married,19,NO,VERY HAPPY,Capricorn,Ballot a
27325,1991,1061,Married,18,YES,VERY HAPPY,Scorpio,Ballot a
27330,1991,1066,Married,33,NO,VERY HAPPY,Aquarius,Ballot a
27331,1991,1067,Married,18,NO,VERY HAPPY,Libra,Ballot b
27336,1991,1072,Married,23,NO,VERY HAPPY,Capricorn,Ballot a
27341,1991,1077,Married,36,NO,VERY HAPPY,Taurus,Ballot c
27342,1991,1078,Married,26,NO,VERY HAPPY,Virgo,Ballot a
27343,1991,1079,Married,28,NO,PRETTY HAPPY,Gemini,Ballot b
27346,1991,1082,Married,24,NO,VERY HAPPY,Capricorn,Ballot a
27347,1991,1083,Married,18,NO,PRETTY HAPPY,Pisces,Ballot a
27348,1991,1084,Married,21,YES,VERY HAPPY,Aquarius,Ballot b
27349,1991,1085,Married,17,NO,PRETTY HAPPY,Sagittarius,Ballot c
27351,1991,1087,Married,21,NO,VERY HAPPY,Cancer,Ballot b
27352,1991,1088,Married,26,NO,VERY HAPPY,Aquarius,Ballot c
27354,1991,1090,Married,21,NO,VERY HAPPY,Pisces,Ballot b
27355,1991,1091,Married,24,NO,PRETTY HAPPY,Scorpio,Ballot a
27356,1991,1092,Married,22,NO,PRETTY HAPPY,Aquarius,Ballot b
27357,1991,1093,Married,20,NO,VERY HAPPY,Scorpio,Ballot c
27358,1991,1094,Married,23,NO,VERY HAPPY,Taurus,Ballot a
27359,1991,1095,Married,20,NO,VERY HAPPY,Virgo,Ballot b
27361,1991,1097,Married,24,NO,VERY HAPPY,Aquarius,Ballot a
27362,1991,1098,Married,23,NO,VERY HAPPY,Gemini,Ballot b
27364,1991,1100,Married,24,NO,VERY HAPPY,Cancer,Ballot c
27365,1991,1101,Married,19,NO,VERY HAPPY,Aries,Ballot b
27368,1991,1104,Married,34,NO,VERY HAPPY,Gemini,Ballot c
27370,1991,1106,Married,23,NO,PRETTY HAPPY,Capricorn,Ballot b
27371,1991,1107,Married,23,NO,VERY HAPPY,Aquarius,Ballot c
27374,1991,1110,Married,17,YES,PRETTY HAPPY,Scorpio,Ballot b
27375,1991,1111,Married,19,NO,PRETTY HAPPY,Sagittarius,Ballot c
27376,1991,1112,Married,28,YES,PRETTY HAPPY,Libra,Ballot b
27377,1991,1113,Married,25,NO,VERY HAPPY,Virgo,Ballot a
27378,1991,1114,Married,37,NO,VERY HAPPY,Sagittarius,Ballot c
27383,1991,1119,Married,23,NO,VERY HAPPY,Gemini,Ballot b
27385,1991,1121,Married,23,NO,VERY HAPPY,Sagittarius,Ballot a
27386,1991,1122,Married,28,NO,PRETTY HAPPY,Aquarius,Ballot b
27388,1991,1124,Married,21,NO,VERY HAPPY,Libra,Ballot a
27389,1991,1125,Married,18,NO,VERY HAPPY,Scorpio,Ballot b
27391,1991,1127,Married,20,NO,VERY HAPPY,Leo,Ballot a
27392,1991,1128,Married,18,NO,PRETTY HAPPY,Virgo,Ballot b
27394,1991,1130,Married,31,NO,VERY HAPPY,Aquarius,Ballot c
27396,1991,1132,Married,25,NO,VERY HAPPY,Taurus,Ballot b
27397,1991,1133,Married,21,NO,VERY HAPPY,Gemini,Ballot c
27398,1991,1134,Married,19,NO,PRETTY HAPPY,Capricorn,Ballot b
27399,1991,1135,Married,25,YES,VERY HAPPY,Leo,Ballot a
27400,1991,1136,Married,28,NO,VERY HAPPY,Sagittarius,Ballot c
27401,1991,1137,Married,27,NO,NOT TOO HAPPY,Taurus,Ballot a
27407,1991,1143,Married,16,NO,PRETTY HAPPY,Sagittarius,Ballot a
27409,1991,1145,Married,17,YES,VERY HAPPY,Gemini,Ballot a
27410,1991,1146,Married,21,NO,VERY HAPPY,Cancer,Ballot b
27411,1991,1147,Married,20,NO,VERY HAPPY,Sagittarius,Ballot c
27412,1991,1148,Married,21,NO,PRETTY HAPPY,Capricorn,Ballot c
27414,1991,1150,Married,18,NO,VERY HAPPY,Gemini,Ballot b
27415,1991,1151,Married,25,NO,VERY HAPPY,Aries,Ballot c
27418,1991,1154,Married,25,NO,PRETTY HAPPY,Sagittarius,Ballot c
27419,1991,1155,Married,23,NO,VERY HAPPY,Sagittarius,Ballot a
27423,1991,1159,Married,20,YES,PRETTY HAPPY,Gemini,Ballot b
27424,1991,1160,Married,22,NO,PRETTY HAPPY,Capricorn,Ballot c
27425,1991,1161,Married,26,NO,PRETTY HAPPY,Taurus,Ballot a
27428,1991,1164,Married,25,NO,PRETTY HAPPY,Leo,Ballot a
27431,1991,1167,Married,26,NO,PRETTY HAPPY,Pisces,Ballot a
27434,1991,1170,Married,20,NO,PRETTY HAPPY,Capricorn,Ballot a
27438,1991,1174,Married,18,YES,VERY HAPPY,Taurus,Ballot c
27439,1991,1175,Married,19,NO,PRETTY HAPPY,Libra,Ballot c
27440,1991,1176,Married,19,NO,VERY HAPPY,Libra,Ballot a
27442,1991,1178,Married,24,NO,VERY HAPPY,Taurus,Ballot c
27443,1991,1179,Married,18,NO,VERY HAPPY,Aquarius,Ballot a
27444,1991,1180,Married,19,NO,VERY HAPPY,Pisces,Ballot b
27445,1991,1181,Married,21,NO,PRETTY HAPPY,Virgo,Ballot c
27447,1991,1183,Married,19,YES,PRETTY HAPPY,Leo,Ballot b
27448,1991,1184,Married,24,NO,PRETTY HAPPY,Pisces,Ballot c
27449,1991,1185,Married,17,NO,VERY HAPPY,Capricorn,Ballot a
27450,1991,1186,Married,22,NO,VERY HAPPY,Scorpio,Ballot b
27451,1991,1187,Married,18,NO,PRETTY HAPPY,Leo,Ballot a
27454,1991,1190,Married,22,NO,VERY HAPPY,Sagittarius,Ballot b
27455,1991,1191,Married,20,NO,VERY HAPPY,Aquarius,Ballot c
27458,1991,1194,Married,27,NO,VERY HAPPY,Gemini,Ballot b
27459,1991,1195,Married,20,NO,VERY HAPPY,Aquarius,Ballot c
27460,1991,1196,Married,30,NO,PRETTY HAPPY,Taurus,Ballot a
27462,1991,1198,Married,21,NO,PRETTY HAPPY,Virgo,Ballot c
27465,1991,1201,Married,16,YES,VERY HAPPY,Cancer,Ballot b
27468,1991,1204,Married,25,NO,VERY HAPPY,Libra,Ballot b
27469,1991,1205,Married,35,NO,VERY HAPPY,Leo,Ballot c
27476,1991,1212,Married,18,YES,VERY HAPPY,Capricorn,Ballot c
27477,1991,1213,Married,19,NO,PRETTY HAPPY,Aries,Ballot a
27479,1991,1215,Married,20,NO,PRETTY HAPPY,Cancer,Ballot c
27480,1991,1216,Married,23,NO,VERY HAPPY,Capricorn,Ballot a
27481,1991,1217,Married,23,NO,VERY HAPPY,Scorpio,Ballot b
27482,1991,1218,Married,19,NO,VERY HAPPY,Taurus,Ballot c
27483,1991,1219,Married,19,NO,PRETTY HAPPY,Scorpio,Ballot a
27485,1991,1221,Married,26,YES,PRETTY HAPPY,Virgo,Ballot a
27487,1991,1223,Married,18,YES,VERY HAPPY,Cancer,Ballot c
27488,1991,1224,Married,23,NO,PRETTY HAPPY,Sagittarius,Ballot a
27494,1991,1230,Married,28,YES,VERY HAPPY,Virgo,Ballot b
27497,1991,1233,Married,37,NO,PRETTY HAPPY,Aries,Ballot b
27498,1991,1234,Married,18,NO,VERY HAPPY,Aries,Ballot c
27501,1991,1237,Married,19,YES,VERY HAPPY,Aquarius,Ballot c
27503,1991,1239,Married,22,NO,VERY HAPPY,Pisces,Ballot a
27504,1991,1240,Married,22,NO,VERY HAPPY,Taurus,Ballot b
27507,1991,1243,Married,21,NO,PRETTY HAPPY,Libra,Ballot c
27509,1991,1245,Married,23,NO,VERY HAPPY,Sagittarius,Ballot b
27510,1991,1246,Married,22,NO,VERY HAPPY,Gemini,Ballot a
27511,1991,1247,Married,22,NO,VERY HAPPY,Aquarius,Ballot b
27512,1991,1248,Married,19,NO,PRETTY HAPPY,Leo,Ballot c
27514,1991,1250,Married,22,NO,PRETTY HAPPY,Aries,Ballot a
27516,1991,1252,Married,19,NO,PRETTY HAPPY,Pisces,Ballot c
27517,1991,1253,Married,20,NO,VERY HAPPY,Pisces,Ballot a
27518,1991,1254,Married,18,NO,PRETTY HAPPY,Sagittarius,Ballot b
27519,1991,1255,Married,18,NO,VERY HAPPY,Capricorn,Ballot b
27520,1991,1256,Married,19,NO,PRETTY HAPPY,Pisces,Ballot b
27523,1991,1259,Married,19,YES,NOT TOO HAPPY,Leo,Ballot b
27524,1991,1260,Married,18,YES,NOT TOO HAPPY,Aquarius,Ballot c
27526,1991,1262,Married,19,YES,PRETTY HAPPY,Taurus,Ballot b
27528,1991,1264,Married,20,NO,PRETTY HAPPY,Taurus,Ballot b
27532,1991,1268,Married,29,NO,PRETTY HAPPY,Taurus,Ballot b
27535,1991,1271,Married,29,NO,VERY HAPPY,Taurus,Ballot b
27536,1991,1272,Married,19,NO,VERY HAPPY,Virgo,Ballot c
27537,1991,1273,Married,17,YES,VERY HAPPY,Sagittarius,Ballot a
27538,1991,1274,Married,21,NO,VERY HAPPY,Gemini,Ballot b
27539,1991,1275,Married,26,NO,PRETTY HAPPY,Cancer,Ballot c
27540,1991,1276,Married,20,NO,VERY HAPPY,Libra,Ballot a
27542,1991,1278,Married,23,NO,VERY HAPPY,Leo,Ballot a
27543,1991,1279,Married,17,NO,PRETTY HAPPY,Virgo,Ballot a
27545,1991,1281,Married,16,NO,PRETTY HAPPY,Cancer,Ballot c
27546,1991,1282,Married,20,NO,VERY HAPPY,Pisces,Ballot c
27549,1991,1285,Married,19,NO,VERY HAPPY,Sagittarius,Ballot c
27552,1991,1288,Married,18,NO,NOT TOO HAPPY,Sagittarius,Ballot a
27553,1991,1289,Married,31,NO,PRETTY HAPPY,Sagittarius,Ballot c
